Date,Baseline,BBP & OBV & RSI & AU & WPR,BBP & OBV & RSI & AD & WPR,BBP & OBV & RSI & S & WPR,BBP & OBV & AU & AD & WPR,BBP & OBV & AU & S & WPR,BBP & OBV & AD & S & WPR,BBP & RSI & AU & AD & WPR,BBP & RSI & AU & S & WPR,BBP & RSI & AD & S & WPR,BBP & AU & AD & S & WPR,OBV & RSI & AU & AD & WPR,OBV & RSI & AU & S & WPR,OBV & RSI & AD & S & WPR,OBV & AU & AD & S & WPR,RSI & AU & AD & S & WPR
2021-01-20,25440.0,25440.0,25440.0,25440.0,25440.0,25440.0,25440.0,25440.0,25440.0,25440.0,25440.0,-33050.0,25440.0,25440.0,25440.0,44350.0
2021-01-21,23080.0,23080.0,23080.0,23080.0,23080.0,23080.0,23080.0,23080.0,23080.0,23080.0,23080.0,-35410.0,23080.0,23080.0,23080.0,41990.0
2021-01-22,24580.0,24580.0,24580.0,24580.0,24580.0,24580.0,24580.0,24580.0,24580.0,24580.0,24580.0,-33910.0,24580.0,24580.0,24580.0,41990.0
2021-01-25,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0,23690.0,-34800.0,23690.0,23690.0,23690.0,41100.0
2021-01-26,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,-37130.0,21360.0,21360.0,21360.0,38770.0
2021-01-27,14830.0,14830.0,14830.0,14830.0,14830.0,14830.0,14830.0,14830.0,14830.0,14830.0,14830.0,-43660.0,14830.0,14830.0,14830.0,38770.0
2021-01-28,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,23680.0,-34810.0,23680.0,23680.0,23680.0,38770.0
2021-01-29,19970.0,19970.0,19970.0,19970.0,19970.0,19970.0,19970.0,19970.0,19970.0,19970.0,19970.0,-38520.0,19970.0,19970.0,19970.0,35060.0
2021-02-01,22770.0,22770.0,22770.0,22770.0,22770.0,22770.0,22770.0,22770.0,22770.0,22770.0,22770.0,-35720.0,22770.0,22770.0,22770.0,37860.0
2021-02-02,28760.0,28760.0,28760.0,28760.0,28760.0,28760.0,28760.0,28760.0,28760.0,28760.0,28760.0,-29730.0,28760.0,28760.0,28760.0,43850.0
2021-02-03,28230.0,28230.0,28230.0,28230.0,28230.0,28230.0,28230.0,28230.0,28230.0,28230.0,28230.0,-29730.0,28230.0,28230.0,28230.0,43320.0
2021-02-04,32030.0,32030.0,32030.0,32030.0,32030.0,32030.0,32030.0,32030.0,32030.0,32030.0,32030.0,-25930.0,32030.0,32030.0,32030.0,47120.0
2021-02-05,32960.0,32960.0,32960.0,32960.0,32960.0,32960.0,32960.0,32960.0,32960.0,32960.0,32960.0,-25000.0,32960.0,32960.0,32960.0,48050.0
2021-02-08,41800.0,41800.0,41800.0,41800.0,41800.0,41800.0,41800.0,41800.0,41800.0,41800.0,41800.0,-16160.0,41800.0,41800.0,41800.0,56890.0
2021-02-09,40010.0,40010.0,40010.0,40010.0,40010.0,40010.0,40010.0,40010.0,40010.0,40010.0,40010.0,-17950.0,40010.0,40010.0,40010.0,55100.0
2021-02-10,41430.0,41430.0,41430.0,41430.0,41430.0,41430.0,41430.0,41430.0,41430.0,41430.0,41430.0,-17950.0,41430.0,41430.0,41430.0,56520.0
2021-02-11,42710.0,42710.0,42710.0,42710.0,42710.0,42710.0,42710.0,42710.0,42710.0,42710.0,42710.0,-17950.0,42710.0,42710.0,42710.0,57800.0
2021-02-12,39470.0,39470.0,39470.0,39470.0,39470.0,39470.0,39470.0,39470.0,39470.0,39470.0,39470.0,-21190.0,39470.0,39470.0,39470.0,54560.0
2021-02-16,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0,38150.0,-21190.0,38150.0,38150.0,38150.0,53240.0
2021-02-17,38240.0,38240.0,38240.0,38240.0,38240.0,38240.0,38240.0,38240.0,38240.0,38240.0,38240.0,-21190.0,38240.0,38240.0,38240.0,53330.0
2021-02-18,34800.0,34800.0,34800.0,34800.0,34800.0,34800.0,34800.0,34800.0,34800.0,34800.0,34800.0,-21190.0,34800.0,34800.0,34800.0,49890.0
2021-02-19,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,-21840.0,35450.0,35450.0,35450.0,50540.0
2021-02-22,43560.0,43560.0,43560.0,43560.0,43560.0,43560.0,43560.0,43560.0,43560.0,43560.0,43560.0,-29950.0,43560.0,43560.0,43560.0,58650.0
2021-02-23,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,-29950.0,48890.0,48890.0,48890.0,63980.0
2021-02-24,49310.0,49310.0,49310.0,49310.0,49310.0,49310.0,49310.0,49310.0,49310.0,49310.0,49310.0,-29950.0,49310.0,49310.0,49310.0,64400.0
2021-02-25,42780.0,42780.0,42780.0,42780.0,42780.0,42780.0,42780.0,42780.0,42780.0,42780.0,42780.0,-36480.0,42780.0,42780.0,42780.0,57870.0
2021-02-26,40840.0,40840.0,40840.0,40840.0,40840.0,40840.0,40840.0,40840.0,40840.0,40840.0,40840.0,-36480.0,40840.0,40840.0,40840.0,55930.0
2021-03-01,46780.0,46780.0,46780.0,46780.0,46780.0,46780.0,46780.0,46780.0,46780.0,46780.0,46780.0,-36480.0,46780.0,46780.0,46780.0,61870.0
2021-03-02,45740.0,45740.0,45740.0,45740.0,45740.0,45740.0,45740.0,45740.0,45740.0,45740.0,45740.0,-36480.0,45740.0,45740.0,45740.0,60830.0
2021-03-03,44060.0,44060.0,44060.0,44060.0,44060.0,44060.0,44060.0,44060.0,44060.0,44060.0,44060.0,-36480.0,44060.0,44060.0,44060.0,59150.0
2021-03-04,39830.0,39830.0,39830.0,39830.0,39830.0,39830.0,39830.0,39830.0,39830.0,39830.0,39830.0,-32250.0,39830.0,39830.0,39830.0,54920.0
2021-03-05,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,41790.0,-34210.0,41790.0,41790.0,41790.0,56880.0
2021-03-08,53710.0,53710.0,53710.0,53710.0,53710.0,53710.0,53710.0,53710.0,53710.0,53710.0,53710.0,-46130.0,53710.0,53710.0,53710.0,68800.0
2021-03-09,46310.0,46310.0,46310.0,46310.0,46310.0,46310.0,46310.0,46310.0,46310.0,46310.0,46310.0,-53530.0,46310.0,46310.0,46310.0,61400.0
2021-03-10,46860.0,46860.0,46860.0,46860.0,46860.0,46860.0,46860.0,46860.0,46860.0,46860.0,46860.0,-53530.0,46860.0,46860.0,46860.0,61950.0
2021-03-11,48550.0,48550.0,48550.0,48550.0,48550.0,48550.0,48550.0,48550.0,48550.0,48550.0,48550.0,-53530.0,48550.0,48550.0,48550.0,63640.0
2021-03-12,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,48960.0,-53530.0,48960.0,48960.0,48960.0,64050.0
2021-03-15,48560.0,48560.0,48560.0,48560.0,48560.0,48560.0,48560.0,48560.0,48560.0,48560.0,48560.0,-53530.0,48560.0,48560.0,48560.0,63650.0
2021-03-16,46040.0,46040.0,46040.0,46040.0,46040.0,46040.0,46040.0,46040.0,46040.0,46040.0,46040.0,-53530.0,46040.0,46040.0,46040.0,61130.0
2021-03-17,47040.0,47040.0,47040.0,47040.0,47040.0,47040.0,47040.0,47040.0,47040.0,47040.0,47040.0,-54530.0,47040.0,47040.0,47040.0,62130.0
2021-03-18,44080.0,44080.0,44080.0,44080.0,44080.0,44080.0,44080.0,44080.0,44080.0,44080.0,44080.0,-51570.0,44080.0,44080.0,44080.0,59170.0
2021-03-19,42940.0,42940.0,42940.0,42940.0,42940.0,42940.0,42940.0,42940.0,42940.0,42940.0,42940.0,-50430.0,42940.0,42940.0,42940.0,58030.0
2021-03-22,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,44660.0,-50430.0,44660.0,44660.0,44660.0,59750.0
2021-03-23,40530.0,40530.0,40530.0,40530.0,40530.0,40530.0,40530.0,40530.0,40530.0,40530.0,40530.0,-54560.0,40530.0,40530.0,40530.0,55620.0
2021-03-24,36520.0,36520.0,36520.0,36520.0,36520.0,36520.0,36520.0,36520.0,36520.0,36520.0,36520.0,-58570.0,36520.0,36520.0,36520.0,55620.0
2021-03-25,38710.0,38710.0,38710.0,38710.0,38710.0,38710.0,38710.0,38710.0,38710.0,38710.0,38710.0,-56380.0,38710.0,38710.0,38710.0,57810.0
2021-03-26,37720.0,37720.0,37720.0,37720.0,37720.0,37720.0,37720.0,37720.0,37720.0,37720.0,37720.0,-57370.0,37720.0,37720.0,37720.0,56820.0
2021-03-29,36650.0,36650.0,36650.0,36650.0,36650.0,36650.0,36650.0,36650.0,36650.0,36650.0,36650.0,-58440.0,36650.0,36650.0,36650.0,55750.0
2021-03-30,37330.0,37330.0,37330.0,37330.0,37330.0,37330.0,37330.0,37330.0,37330.0,37330.0,37330.0,-57760.0,37330.0,37330.0,37330.0,56430.0
2021-03-31,36320.0,36320.0,36320.0,36320.0,36320.0,36320.0,36320.0,36320.0,36320.0,36320.0,36320.0,-58770.0,36320.0,36320.0,36320.0,55420.0
2021-04-01,40770.0,40770.0,40770.0,40770.0,40770.0,40770.0,40770.0,40770.0,40770.0,40770.0,40770.0,-54320.0,40770.0,40770.0,40770.0,55420.0
2021-04-05,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,40300.0,-54790.0,40300.0,40300.0,40300.0,54950.0
2021-04-06,41530.0,41530.0,41530.0,41530.0,41530.0,41530.0,41530.0,41530.0,41530.0,41530.0,41530.0,-53560.0,41530.0,41530.0,41530.0,56180.0
2021-04-07,39360.0,39360.0,39360.0,39360.0,39360.0,39360.0,39360.0,39360.0,39360.0,39360.0,39360.0,-55730.0,39360.0,39360.0,39360.0,54010.0
2021-04-08,39120.0,39120.0,39120.0,39120.0,39120.0,39120.0,39120.0,39120.0,39120.0,39120.0,39120.0,-55970.0,39120.0,39120.0,39120.0,53770.0
2021-04-09,39690.0,39690.0,39690.0,39690.0,39690.0,39690.0,39690.0,39690.0,39690.0,39690.0,39690.0,-55400.0,39690.0,39690.0,39690.0,54340.0
2021-04-12,38290.0,38290.0,38290.0,38290.0,38290.0,38290.0,38290.0,38290.0,38290.0,38290.0,38290.0,-56800.0,38290.0,38290.0,38290.0,52940.0
2021-04-13,37290.0,37290.0,37290.0,37290.0,37290.0,37290.0,37290.0,37290.0,37290.0,37290.0,37290.0,-57800.0,37290.0,37290.0,37290.0,51940.0
2021-04-14,39260.0,39260.0,39260.0,39260.0,39260.0,39260.0,39260.0,39260.0,39260.0,39260.0,39260.0,-57800.0,39260.0,39260.0,39260.0,53910.0
2021-04-15,37730.0,37730.0,37730.0,37730.0,37730.0,37730.0,37730.0,37730.0,37730.0,37730.0,37730.0,-56270.0,37730.0,37730.0,37730.0,52380.0
2021-04-16,39060.0,39060.0,39060.0,39060.0,39060.0,39060.0,39060.0,39060.0,39060.0,39060.0,39060.0,-57600.0,39060.0,39060.0,39060.0,53710.0
2021-04-19,39230.0,39230.0,39230.0,39230.0,39230.0,39230.0,39230.0,39230.0,39230.0,39230.0,39230.0,-57770.0,39230.0,39230.0,39230.0,53880.0
2021-04-20,34590.0,34590.0,34590.0,34590.0,34590.0,34590.0,34590.0,34590.0,34590.0,34590.0,34590.0,-53130.0,34590.0,34590.0,34590.0,49240.0
2021-04-21,34910.0,34910.0,34910.0,34910.0,34910.0,34910.0,34910.0,34910.0,34910.0,34910.0,34910.0,-53450.0,34910.0,34910.0,34910.0,49560.0
2021-04-22,34560.0,34560.0,34560.0,34560.0,34560.0,34560.0,34560.0,34560.0,34560.0,34560.0,34560.0,-53800.0,34560.0,34560.0,34560.0,49210.0
2021-04-23,34820.0,34820.0,34820.0,34820.0,34820.0,34820.0,34820.0,34820.0,34820.0,34820.0,34820.0,-53540.0,34820.0,34820.0,34820.0,49210.0
2021-04-26,36070.0,36070.0,36070.0,36070.0,36070.0,36070.0,36070.0,36070.0,36070.0,36070.0,36070.0,-52290.0,36070.0,36070.0,36070.0,50460.0
2021-04-27,36440.0,36440.0,36440.0,36440.0,36440.0,36440.0,36440.0,36440.0,36440.0,36440.0,36440.0,-51920.0,36440.0,36440.0,36440.0,50830.0
2021-04-28,35190.0,35190.0,35190.0,35190.0,35190.0,35190.0,35190.0,35190.0,35190.0,35190.0,35190.0,-53170.0,35190.0,35190.0,35190.0,49580.0
2021-04-29,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,-51230.0,37130.0,37130.0,37130.0,51520.0
2021-04-30,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,-50540.0,37820.0,37820.0,37820.0,52210.0
2021-05-03,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,-50540.0,37310.0,37310.0,37310.0,51700.0
2021-05-04,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,-51800.0,36050.0,36050.0,36050.0,50440.0
2021-05-05,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,-54540.0,33310.0,33310.0,33310.0,47700.0
2021-05-06,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,-54260.0,33590.0,33590.0,33590.0,47980.0
2021-05-07,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,-51210.0,36640.0,36640.0,36640.0,51030.0
2021-05-10,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,-51750.0,36100.0,36100.0,36100.0,50490.0
2021-05-11,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,-51750.0,33470.0,33470.0,33470.0,47860.0
2021-05-12,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,-47930.0,29650.0,29650.0,29650.0,47860.0
2021-05-13,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,-48420.0,30140.0,30140.0,30140.0,47860.0
2021-05-14,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,-43780.0,25500.0,25500.0,25500.0,43220.0
2021-05-17,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,-40160.0,21880.0,21880.0,21880.0,43220.0
2021-05-18,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,-39760.0,21480.0,21480.0,21480.0,43220.0
2021-05-19,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,-40170.0,21070.0,21070.0,21070.0,43220.0
2021-05-20,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,-38080.0,23160.0,23160.0,23160.0,43220.0
2021-05-21,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,-37040.0,24200.0,24200.0,24200.0,44260.0
2021-05-24,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,-35130.0,26110.0,26110.0,26110.0,46170.0
2021-05-25,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,-33270.0,27970.0,27970.0,27970.0,48030.0
2021-05-26,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,-32970.0,28270.0,28270.0,28270.0,48330.0
2021-05-27,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,-30400.0,30840.0,30840.0,30840.0,50900.0
2021-05-28,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,-30790.0,30450.0,30450.0,30450.0,50510.0
2021-06-01,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,-30790.0,30640.0,30640.0,30640.0,50700.0
2021-06-02,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,-30790.0,28800.0,28800.0,28800.0,48860.0
2021-06-03,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,-30790.0,28040.0,28040.0,28040.0,48100.0
2021-06-04,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,-30790.0,28980.0,28980.0,28980.0,49040.0
2021-06-07,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,-30600.0,28790.0,28790.0,28790.0,48850.0
2021-06-08,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,-29940.0,28130.0,28130.0,28130.0,48190.0
2021-06-09,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,-29650.0,27840.0,27840.0,27840.0,47900.0
2021-06-10,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,-30180.0,28370.0,28370.0,28370.0,48430.0
2021-06-11,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,-29370.0,29180.0,29180.0,29180.0,49240.0
2021-06-14,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,-28570.0,29980.0,29980.0,29980.0,50040.0
2021-06-15,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,-30890.0,27660.0,27660.0,27660.0,47720.0
2021-06-16,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,-32090.0,26460.0,26460.0,26460.0,47720.0
2021-06-17,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,-32100.0,26450.0,26450.0,26450.0,47710.0
2021-06-18,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,-34330.0,24220.0,24220.0,24220.0,45480.0
2021-06-21,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,-32780.0,25770.0,25770.0,25770.0,45480.0
2021-06-22,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,-33250.0,25300.0,25300.0,25300.0,45010.0
2021-06-23,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,-31420.0,27130.0,27130.0,27130.0,46840.0
2021-06-24,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,-34020.0,29730.0,29730.0,29730.0,49440.0
2021-06-25,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,-34440.0,30150.0,30150.0,30150.0,49860.0
2021-06-28,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,-36220.0,28370.0,28370.0,28370.0,48080.0
2021-06-29,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,-38860.0,25730.0,25730.0,25730.0,45440.0
2021-06-30,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,-38860.0,27570.0,27570.0,27570.0,47280.0
2021-07-01,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,-38860.0,29060.0,29060.0,29060.0,48770.0
2021-07-02,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,-38860.0,28910.0,28910.0,28910.0,48620.0
2021-07-06,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,-38860.0,25490.0,25490.0,25490.0,45200.0
2021-07-07,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,-37990.0,24620.0,24620.0,24620.0,44330.0
2021-07-08,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,-37970.0,24600.0,24600.0,24600.0,44330.0
2021-07-09,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,-42210.0,28840.0,28840.0,28840.0,44330.0
2021-07-12,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,-34870.0,36180.0,36180.0,36180.0,51670.0
2021-07-13,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,-34870.0,35450.0,35450.0,35450.0,50940.0
2021-07-14,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,-34870.0,35220.0,35220.0,35220.0,50710.0
2021-07-15,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,-34870.0,35950.0,35950.0,35950.0,51440.0
2021-07-16,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,-34870.0,31110.0,31110.0,31110.0,46600.0
2021-07-19,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,-34870.0,24750.0,24750.0,24750.0,40240.0
2021-07-20,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,-34870.0,28550.0,28550.0,28550.0,40240.0
2021-07-21,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,-35010.0,28690.0,28690.0,28690.0,40380.0
2021-07-22,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,-33250.0,26930.0,26930.0,26930.0,38620.0
2021-07-23,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,-34260.0,27940.0,27940.0,27940.0,39630.0
2021-07-26,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,-36860.0,30540.0,30540.0,30540.0,42230.0
2021-07-27,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,-36100.0,31300.0,31300.0,31300.0,42990.0
2021-07-28,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,-36500.0,30900.0,30900.0,30900.0,42590.0
2021-07-29,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,-37250.0,30150.0,30150.0,30150.0,41840.0
2021-07-30,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,-39580.0,27820.0,27820.0,27820.0,39510.0
2021-08-02,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,-40050.0,27350.0,27350.0,27350.0,39040.0
2021-08-03,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,-42610.0,24790.0,24790.0,24790.0,36480.0
2021-08-04,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,-43020.0,24380.0,24380.0,24380.0,36480.0
2021-08-05,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,-38890.0,28510.0,28510.0,28510.0,36480.0
2021-08-06,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,-38470.0,28930.0,28930.0,28930.0,36900.0
2021-08-09,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,-38060.0,28520.0,28520.0,28520.0,36490.0
2021-08-10,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,-38410.0,28870.0,28870.0,28870.0,36840.0
2021-08-11,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,-38410.0,29890.0,29890.0,29890.0,37860.0
2021-08-12,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,-37210.0,31090.0,31090.0,31090.0,39060.0
2021-08-13,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,-35420.0,32880.0,32880.0,32880.0,40850.0
2021-08-16,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,-37410.0,30890.0,30890.0,30890.0,38860.0
2021-08-17,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,-40670.0,27630.0,27630.0,27630.0,35600.0
2021-08-18,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,-40670.0,26540.0,26540.0,26540.0,34510.0
2021-08-19,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,-40670.0,25050.0,25050.0,25050.0,33020.0
2021-08-20,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,-40670.0,26920.0,26920.0,26920.0,33020.0
2021-08-23,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,-40670.0,29460.0,29460.0,29460.0,35560.0
2021-08-24,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,-41480.0,30270.0,30270.0,30270.0,36370.0
2021-08-25,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,-41320.0,30110.0,30110.0,30110.0,36210.0
2021-08-26,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,-39570.0,28360.0,28360.0,28360.0,34460.0
2021-08-27,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,-43150.0,31940.0,31940.0,31940.0,38040.0
2021-08-30,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,-43310.0,31780.0,31780.0,31780.0,37880.0
2021-08-31,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,-41990.0,33100.0,33100.0,33100.0,39200.0
