Date,Baseline,BBP & OBV & RSI & AU & WPR,BBP & OBV & RSI & AD & WPR,BBP & OBV & RSI & S & WPR,BBP & OBV & AU & AD & WPR,BBP & OBV & AU & S & WPR,BBP & OBV & AD & S & WPR,BBP & RSI & AU & AD & WPR,BBP & RSI & AU & S & WPR,BBP & RSI & AD & S & WPR,BBP & AU & AD & S & WPR,OBV & RSI & AU & AD & WPR,OBV & RSI & AU & S & WPR,OBV & RSI & AD & S & WPR,OBV & AU & AD & S & WPR,RSI & AU & AD & S & WPR
2020-07-01,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-35190.0,-72800.0,-35190.0,-35190.0,-35190.0,-19440.0
2020-07-02,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-36020.0,-72800.0,-36020.0,-36020.0,-36020.0,-20270.0
2020-07-06,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-33770.0,-70550.0,-33770.0,-33770.0,-33770.0,-18020.0
2020-07-07,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-34570.0,-71350.0,-34570.0,-34570.0,-34570.0,-18820.0
2020-07-08,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-31540.0,-68320.0,-31540.0,-31540.0,-31540.0,-15790.0
2020-07-09,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-31390.0,-68320.0,-31390.0,-31390.0,-31390.0,-15640.0
2020-07-10,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-28860.0,-65790.0,-28860.0,-28860.0,-28860.0,-13110.0
2020-07-13,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-31980.0,-68910.0,-31980.0,-31980.0,-31980.0,-16230.0
2020-07-14,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-29540.0,-68910.0,-29540.0,-29540.0,-29540.0,-13790.0
2020-07-15,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-27300.0,-68910.0,-27300.0,-27300.0,-27300.0,-11550.0
2020-07-16,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-28770.0,-68910.0,-28770.0,-28770.0,-28770.0,-13020.0
2020-07-17,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-29550.0,-68910.0,-29550.0,-29550.0,-29550.0,-13800.0
2020-07-20,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-30410.0,-68910.0,-30410.0,-30410.0,-30410.0,-14660.0
2020-07-21,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-29580.0,-68910.0,-29580.0,-29580.0,-29580.0,-13830.0
2020-07-22,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-29170.0,-68910.0,-29170.0,-29170.0,-29170.0,-13420.0
2020-07-23,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-30080.0,-68000.0,-30080.0,-30080.0,-30080.0,-14330.0
2020-07-24,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-30590.0,-67490.0,-30590.0,-30590.0,-30590.0,-14840.0
2020-07-27,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-31890.0,-66190.0,-31890.0,-31890.0,-31890.0,-16140.0
2020-07-28,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-32020.0,-66060.0,-32020.0,-32020.0,-32020.0,-16140.0
2020-07-29,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-32590.0,-65490.0,-32590.0,-32590.0,-32590.0,-16140.0
2020-07-30,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-32540.0,-65540.0,-32540.0,-32540.0,-32540.0,-16090.0
2020-07-31,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-31260.0,-65540.0,-31260.0,-31260.0,-31260.0,-14810.0
2020-08-03,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-31850.0,-66130.0,-31850.0,-31850.0,-31850.0,-15400.0
2020-08-04,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-30910.0,-65190.0,-30910.0,-30910.0,-30910.0,-14460.0
2020-08-05,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-20590.0,-54870.0,-20590.0,-20590.0,-20590.0,-4140.0
2020-08-06,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-17380.0,-51660.0,-17380.0,-17380.0,-17380.0,-930.0
2020-08-07,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-18270.0,-51660.0,-18270.0,-18270.0,-18270.0,-1820.0
2020-08-10,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-19410.0,-51660.0,-19410.0,-19410.0,-19410.0,-2960.0
2020-08-11,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-17710.0,-51660.0,-17710.0,-17710.0,-17710.0,-1260.0
2020-08-12,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-16410.0,-51660.0,-16410.0,-16410.0,-16410.0,40.0
2020-08-13,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-17240.0,-51660.0,-17240.0,-17240.0,-17240.0,-790.0
2020-08-14,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-17670.0,-51660.0,-17670.0,-17670.0,-17670.0,-1220.0
2020-08-17,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-18830.0,-51660.0,-18830.0,-18830.0,-18830.0,-2380.0
2020-08-18,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-19280.0,-51660.0,-19280.0,-19280.0,-19280.0,-2830.0
2020-08-19,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-20430.0,-50510.0,-20430.0,-20430.0,-20430.0,-3980.0
2020-08-20,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-20080.0,-50860.0,-20080.0,-20080.0,-20080.0,-3630.0
2020-08-21,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-20760.0,-50180.0,-20760.0,-20760.0,-20760.0,-4310.0
2020-08-24,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-17510.0,-53430.0,-17510.0,-17510.0,-17510.0,-1060.0
2020-08-25,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-18410.0,-53430.0,-18410.0,-18410.0,-18410.0,-1960.0
2020-08-26,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-16020.0,-53430.0,-16020.0,-16020.0,-16020.0,430.0
2020-08-27,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-14470.0,-51880.0,-14470.0,-14470.0,-14470.0,1980.0
2020-08-28,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-12660.0,-50070.0,-12660.0,-12660.0,-12660.0,3790.0
2020-08-31,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-16330.0,-53740.0,-16330.0,-16330.0,-16330.0,120.0
2020-09-01,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-14650.0,-52060.0,-14650.0,-14650.0,-14650.0,1800.0
2020-09-02,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-12810.0,-52060.0,-12810.0,-12810.0,-12810.0,3640.0
2020-09-03,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-14960.0,-52060.0,-14960.0,-14960.0,-14960.0,1490.0
2020-09-04,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-16210.0,-52060.0,-16210.0,-16210.0,-16210.0,240.0
2020-09-08,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-14000.0,-54270.0,-14000.0,-14000.0,-14000.0,2450.0
2020-09-09,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-14840.0,-53430.0,-14840.0,-14840.0,-14840.0,1610.0
2020-09-10,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-14980.0,-53290.0,-14980.0,-14980.0,-14980.0,1470.0
2020-09-11,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-16450.0,-51820.0,-16450.0,-16450.0,-16450.0,0.0
2020-09-14,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-16950.0,-51820.0,-16950.0,-16950.0,-16950.0,-500.0
2020-09-15,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-16960.0,-51830.0,-16960.0,-16960.0,-16960.0,-510.0
2020-09-16,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-16110.0,-50980.0,-16110.0,-16110.0,-16110.0,-510.0
2020-09-17,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-17980.0,-52850.0,-17980.0,-17980.0,-17980.0,-2380.0
2020-09-18,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-19570.0,-54440.0,-19570.0,-19570.0,-19570.0,-3970.0
2020-09-21,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-22790.0,-57660.0,-22790.0,-22790.0,-22790.0,-7190.0
2020-09-22,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-20990.0,-55860.0,-20990.0,-20990.0,-20990.0,-5390.0
2020-09-23,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-24920.0,-59790.0,-24920.0,-24920.0,-24920.0,-9320.0
2020-09-24,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-25710.0,-60580.0,-25710.0,-25710.0,-25710.0,-9320.0
2020-09-25,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-24200.0,-59070.0,-24200.0,-24200.0,-24200.0,-9320.0
2020-09-28,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-22210.0,-57080.0,-22210.0,-22210.0,-22210.0,-7330.0
2020-09-29,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-22800.0,-57670.0,-22800.0,-22800.0,-22800.0,-7920.0
2020-09-30,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-24120.0,-58990.0,-24120.0,-24120.0,-24120.0,-9240.0
2020-10-01,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-59760.0,-24890.0,-24890.0,-24890.0,-10010.0
2020-10-02,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-25650.0,-60520.0,-25650.0,-25650.0,-25650.0,-10770.0
2020-10-05,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-24830.0,-59700.0,-24830.0,-24830.0,-24830.0,-10770.0
2020-10-06,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-27270.0,-62140.0,-27270.0,-27270.0,-27270.0,-13210.0
2020-10-07,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-25290.0,-60160.0,-25290.0,-25290.0,-25290.0,-13210.0
2020-10-08,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-25110.0,-59980.0,-25110.0,-25110.0,-25110.0,-13030.0
2020-10-09,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-23220.0,-58090.0,-23220.0,-23220.0,-23220.0,-11140.0
2020-10-12,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-23230.0,-58090.0,-23230.0,-23230.0,-23230.0,-11150.0
2020-10-13,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-19240.0,-54100.0,-19240.0,-19240.0,-19240.0,-7160.0
2020-10-14,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-21610.0,-56470.0,-21610.0,-21610.0,-21610.0,-9530.0
2020-10-15,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-20840.0,-56470.0,-20840.0,-20840.0,-20840.0,-8760.0
2020-10-16,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-21390.0,-56470.0,-21390.0,-21390.0,-21390.0,-9310.0
2020-10-19,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-23970.0,-56470.0,-23970.0,-23970.0,-23970.0,-11890.0
2020-10-20,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-23250.0,-56470.0,-23250.0,-23250.0,-23250.0,-11170.0
2020-10-21,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-21570.0,-56470.0,-21570.0,-21570.0,-21570.0,-9490.0
2020-10-22,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-20640.0,-57400.0,-20640.0,-20640.0,-20640.0,-8560.0
2020-10-23,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-19850.0,-58190.0,-19850.0,-19850.0,-19850.0,-7770.0
2020-10-26,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-24140.0,-53900.0,-24140.0,-24140.0,-24140.0,-12060.0
2020-10-27,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-24890.0,-53150.0,-24890.0,-24890.0,-24890.0,-12810.0
2020-10-28,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-29730.0,-57990.0,-29730.0,-29730.0,-29730.0,-12810.0
2020-10-29,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-26660.0,-54920.0,-26660.0,-26660.0,-26660.0,-9740.0
2020-10-30,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-26950.0,-55210.0,-26950.0,-26950.0,-26950.0,-10030.0
2020-11-02,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-28070.0,-56330.0,-28070.0,-28070.0,-28070.0,-11150.0
2020-11-03,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-24180.0,-52440.0,-24180.0,-24180.0,-24180.0,-7260.0
2020-11-04,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-23130.0,-52440.0,-23130.0,-23130.0,-23130.0,-6210.0
2020-11-05,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-21240.0,-54330.0,-21240.0,-21240.0,-21240.0,-4320.0
2020-11-06,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-20740.0,-54830.0,-20740.0,-20740.0,-20740.0,-3820.0
2020-11-09,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-5610.0,-39700.0,-5610.0,-5610.0,-5610.0,11310.0
2020-11-10,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-6090.0,-39700.0,-6090.0,-6090.0,-6090.0,10830.0
2020-11-11,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-10380.0,-39700.0,-10380.0,-10380.0,-10380.0,6540.0
2020-11-12,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-12680.0,-39700.0,-12680.0,-12680.0,-12680.0,4240.0
2020-11-13,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-9840.0,-39700.0,-9840.0,-9840.0,-9840.0,7080.0
2020-11-16,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-3530.0,-39700.0,-3530.0,-3530.0,-3530.0,13390.0
2020-11-17,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-3700.0,-39700.0,-3700.0,-3700.0,-3700.0,13220.0
2020-11-18,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-4300.0,-39700.0,-4300.0,-4300.0,-4300.0,12620.0
2020-11-19,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-6480.0,-39700.0,-6480.0,-6480.0,-6480.0,10440.0
2020-11-20,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-7130.0,-39700.0,-7130.0,-7130.0,-7130.0,9790.0
2020-11-23,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-2220.0,-44610.0,-2220.0,-2220.0,-2220.0,14700.0
2020-11-24,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,3290.0,-44610.0,3290.0,3290.0,3290.0,20210.0
2020-11-25,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,-44610.0,890.0,890.0,890.0,17810.0
2020-11-27,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-1070.0,-44610.0,-1070.0,-1070.0,-1070.0,15850.0
2020-11-30,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-190.0,-44610.0,-190.0,-190.0,-190.0,16730.0
2020-12-01,1240.0,1240.0,1240.0,1240.0,1240.0,1240.0,1240.0,1240.0,1240.0,1240.0,1240.0,-44610.0,1240.0,1240.0,1240.0,18160.0
2020-12-02,5410.0,5410.0,5410.0,5410.0,5410.0,5410.0,5410.0,5410.0,5410.0,5410.0,5410.0,-44610.0,5410.0,5410.0,5410.0,22330.0
2020-12-03,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,5040.0,-44610.0,5040.0,5040.0,5040.0,21960.0
2020-12-04,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,5940.0,-44610.0,5940.0,5940.0,5940.0,22860.0
2020-12-07,5480.0,5480.0,5480.0,5480.0,5480.0,5480.0,5480.0,5480.0,5480.0,5480.0,5480.0,-44610.0,5480.0,5480.0,5480.0,22400.0
2020-12-08,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,-44610.0,5520.0,5520.0,5520.0,22440.0
2020-12-09,6230.0,6230.0,6230.0,6230.0,6230.0,6230.0,6230.0,6230.0,6230.0,6230.0,6230.0,-44610.0,6230.0,6230.0,6230.0,23150.0
2020-12-10,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,6490.0,-44610.0,6490.0,6490.0,6490.0,23410.0
2020-12-11,27520.0,27520.0,27520.0,27520.0,27520.0,27520.0,27520.0,27520.0,27520.0,27520.0,27520.0,-44610.0,27520.0,27520.0,27520.0,44440.0
2020-12-14,21100.0,21100.0,21100.0,21100.0,21100.0,21100.0,21100.0,21100.0,21100.0,21100.0,21100.0,-44610.0,21100.0,21100.0,21100.0,38020.0
2020-12-15,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,25740.0,-44610.0,25740.0,25740.0,25740.0,42660.0
2020-12-16,24920.0,24920.0,24920.0,24920.0,24920.0,24920.0,24920.0,24920.0,24920.0,24920.0,24920.0,-44610.0,24920.0,24920.0,24920.0,41840.0
2020-12-17,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,-44610.0,25350.0,25350.0,25350.0,42270.0
2020-12-18,24690.0,24690.0,24690.0,24690.0,24690.0,24690.0,24690.0,24690.0,24690.0,24690.0,24690.0,-43950.0,24690.0,24690.0,24690.0,41610.0
2020-12-21,22490.0,22490.0,22490.0,22490.0,22490.0,22490.0,22490.0,22490.0,22490.0,22490.0,22490.0,-41750.0,22490.0,22490.0,22490.0,39410.0
2020-12-22,22250.0,22250.0,22250.0,22250.0,22250.0,22250.0,22250.0,22250.0,22250.0,22250.0,22250.0,-41510.0,22250.0,22250.0,22250.0,39170.0
2020-12-23,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,25350.0,-44610.0,25350.0,25350.0,25350.0,42270.0
2020-12-24,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,25530.0,-44610.0,25530.0,25530.0,25530.0,42450.0
2020-12-28,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,30660.0,-39480.0,30660.0,30660.0,30660.0,47580.0
2020-12-29,29100.0,29100.0,29100.0,29100.0,29100.0,29100.0,29100.0,29100.0,29100.0,29100.0,29100.0,-39480.0,29100.0,29100.0,29100.0,46020.0
2020-12-30,32970.0,32970.0,32970.0,32970.0,32970.0,32970.0,32970.0,32970.0,32970.0,32970.0,32970.0,-39480.0,32970.0,32970.0,32970.0,49890.0
2020-12-31,32980.0,32980.0,32980.0,32980.0,32980.0,32980.0,32980.0,32980.0,32980.0,32980.0,32980.0,-39480.0,32980.0,32980.0,32980.0,49900.0
2021-01-04,29480.0,29480.0,29480.0,29480.0,29480.0,29480.0,29480.0,29480.0,29480.0,29480.0,29480.0,-39480.0,29480.0,29480.0,29480.0,46400.0
2021-01-05,30240.0,30240.0,30240.0,30240.0,30240.0,30240.0,30240.0,30240.0,30240.0,30240.0,30240.0,-39480.0,30240.0,30240.0,30240.0,47160.0
2021-01-06,30920.0,30920.0,30920.0,30920.0,30920.0,30920.0,30920.0,30920.0,30920.0,30920.0,30920.0,-39480.0,30920.0,30920.0,30920.0,47840.0
2021-01-07,30380.0,30380.0,30380.0,30380.0,30380.0,30380.0,30380.0,30380.0,30380.0,30380.0,30380.0,-39480.0,30380.0,30380.0,30380.0,47300.0
2021-01-08,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0,30490.0,-39480.0,30490.0,30490.0,30490.0,47410.0
2021-01-11,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,-39880.0,30890.0,30890.0,30890.0,47810.0
2021-01-12,27790.0,27790.0,27790.0,27790.0,27790.0,27790.0,27790.0,27790.0,27790.0,27790.0,27790.0,-36780.0,27790.0,27790.0,27790.0,44710.0
2021-01-13,27920.0,27920.0,27920.0,27920.0,27920.0,27920.0,27920.0,27920.0,27920.0,27920.0,27920.0,-36910.0,27920.0,27920.0,27920.0,44840.0
2021-01-14,25230.0,25230.0,25230.0,25230.0,25230.0,25230.0,25230.0,25230.0,25230.0,25230.0,25230.0,-34220.0,25230.0,25230.0,25230.0,42150.0
2021-01-15,23240.0,23240.0,23240.0,23240.0,23240.0,23240.0,23240.0,23240.0,23240.0,23240.0,23240.0,-32230.0,23240.0,23240.0,23240.0,42150.0
2021-01-19,24060.0,24060.0,24060.0,24060.0,24060.0,24060.0,24060.0,24060.0,24060.0,24060.0,24060.0,-33050.0,24060.0,24060.0,24060.0,42970.0
