Date,Baseline,BBP & OBV & RSI & WPR,BBP & OBV & AU & WPR,BBP & OBV & AD & WPR,BBP & OBV & S & WPR,BBP & RSI & AU & WPR,BBP & RSI & AD & WPR,BBP & RSI & S & WPR,BBP & AU & AD & WPR,BBP & AU & S & WPR,BBP & AD & S & WPR,OBV & RSI & AU & WPR,OBV & RSI & AD & WPR,OBV & RSI & S & WPR,OBV & AU & AD & WPR,OBV & AU & S & WPR,OBV & AD & S & WPR,RSI & AU & AD & WPR,RSI & AU & S & WPR,RSI & AD & S & WPR,AU & AD & S & WPR
2018-05-22,-7520.0,-13340.0,-7520.0,-7520.0,-7520.0,4320.0,-7520.0,-7520.0,-200.0,-7520.0,-7520.0,-7520.0,-7520.0,-7520.0,-7520.0,-7520.0,-7520.0,7520.0,-2910.0,-7520.0,-7520.0
2018-05-23,-8670.0,-14490.0,-8670.0,-8670.0,-8670.0,4320.0,-8670.0,-8670.0,-200.0,-8670.0,-8670.0,-8670.0,-8670.0,-8670.0,-8670.0,-8670.0,-8670.0,8670.0,-2910.0,-8670.0,-8670.0
2018-05-24,-9430.0,-13730.0,-9430.0,-9430.0,-9430.0,4320.0,-9430.0,-9430.0,-960.0,-9430.0,-9430.0,-9430.0,-9430.0,-9430.0,-9430.0,-9430.0,-9430.0,9430.0,-2150.0,-9430.0,-9430.0
2018-05-25,-9340.0,-13640.0,-9340.0,-9340.0,-9340.0,4230.0,-9340.0,-9340.0,-870.0,-9340.0,-9340.0,-9340.0,-9340.0,-9340.0,-9340.0,-9340.0,-9340.0,9340.0,-2150.0,-9340.0,-9340.0
2018-05-29,-11780.0,-11200.0,-11780.0,-11780.0,-11780.0,6670.0,-11780.0,-11780.0,-3310.0,-11780.0,-11780.0,-11780.0,-11780.0,-11780.0,-11780.0,-11780.0,-11780.0,11780.0,290.0,-11780.0,-11780.0
2018-05-30,-11500.0,-10920.0,-11500.0,-11500.0,-11500.0,6950.0,-11500.0,-11500.0,-3030.0,-11500.0,-11500.0,-11500.0,-11500.0,-11500.0,-11500.0,-11500.0,-11500.0,11500.0,290.0,-11500.0,-11500.0
2018-05-31,-11990.0,-10430.0,-11990.0,-11990.0,-11990.0,6460.0,-11990.0,-11990.0,-3520.0,-11990.0,-11990.0,-11990.0,-11990.0,-11990.0,-11990.0,-11990.0,-11990.0,11990.0,780.0,-11990.0,-11990.0
2018-06-01,-12100.0,-10540.0,-12100.0,-12100.0,-12100.0,6350.0,-12100.0,-12100.0,-3630.0,-12100.0,-12100.0,-12100.0,-12100.0,-12100.0,-12100.0,-12100.0,-12100.0,12100.0,780.0,-12100.0,-12100.0
2018-06-04,-11250.0,-11390.0,-11250.0,-11250.0,-11250.0,7200.0,-11250.0,-11250.0,-2780.0,-11250.0,-11250.0,-11250.0,-11250.0,-11250.0,-11250.0,-11250.0,-11250.0,11250.0,-70.0,-11250.0,-11250.0
2018-06-05,-11540.0,-11680.0,-11540.0,-11540.0,-11540.0,7490.0,-11540.0,-11540.0,-3070.0,-11540.0,-11540.0,-11540.0,-11540.0,-11540.0,-11540.0,-11540.0,-11540.0,11540.0,-70.0,-11540.0,-11540.0
2018-06-06,-9620.0,-13600.0,-9620.0,-9620.0,-9620.0,9410.0,-9620.0,-9620.0,-1150.0,-9620.0,-9620.0,-9620.0,-9620.0,-9620.0,-9620.0,-9620.0,-9620.0,9620.0,-1990.0,-9620.0,-9620.0
2018-06-07,-9080.0,-13060.0,-9080.0,-9080.0,-9080.0,9410.0,-9080.0,-9080.0,-610.0,-9080.0,-9080.0,-9080.0,-9080.0,-9080.0,-9080.0,-9080.0,-9080.0,9080.0,-1990.0,-9080.0,-9080.0
2018-06-08,-7610.0,-14530.0,-7610.0,-7610.0,-7610.0,9410.0,-7610.0,-7610.0,860.0,-7610.0,-7610.0,-7610.0,-7610.0,-7610.0,-7610.0,-7610.0,-7610.0,7610.0,-3460.0,-7610.0,-7610.0
2018-06-11,-7250.0,-14170.0,-7250.0,-7250.0,-7250.0,9410.0,-7250.0,-7250.0,1220.0,-7250.0,-7250.0,-7250.0,-7250.0,-7250.0,-7250.0,-7250.0,-7250.0,7250.0,-3460.0,-7250.0,-7250.0
2018-06-12,-7270.0,-14150.0,-7270.0,-7270.0,-7270.0,9410.0,-7270.0,-7270.0,1220.0,-7270.0,-7270.0,-7270.0,-7270.0,-7270.0,-7270.0,-7270.0,-7270.0,7270.0,-3440.0,-7270.0,-7270.0
2018-06-13,-5340.0,-12220.0,-5340.0,-5340.0,-5340.0,9410.0,-5340.0,-5340.0,3150.0,-5340.0,-5340.0,-5340.0,-5340.0,-5340.0,-5340.0,-5340.0,-5340.0,5340.0,-3440.0,-5340.0,-5340.0
2018-06-14,-2970.0,-14590.0,-2970.0,-2970.0,-2970.0,9410.0,-2970.0,-2970.0,3150.0,-2970.0,-2970.0,-2970.0,-2970.0,-2970.0,-2970.0,-2970.0,-2970.0,2970.0,-5810.0,-2970.0,-2970.0
2018-06-15,-2870.0,-14490.0,-2870.0,-2870.0,-2870.0,9410.0,-2870.0,-2870.0,3250.0,-2870.0,-2870.0,-2870.0,-2870.0,-2870.0,-2870.0,-2870.0,-2870.0,2870.0,-5810.0,-2870.0,-2870.0
2018-06-18,-4610.0,-12750.0,-4610.0,-4610.0,-4610.0,9410.0,-4610.0,-4610.0,3250.0,-4610.0,-4610.0,-4610.0,-4610.0,-4610.0,-4610.0,-4610.0,-4610.0,4610.0,-4070.0,-4610.0,-4610.0
2018-06-19,-5550.0,-13690.0,-5550.0,-5550.0,-5550.0,9410.0,-5550.0,-5550.0,3250.0,-5550.0,-5550.0,-5550.0,-5550.0,-5550.0,-5550.0,-5550.0,-5550.0,5550.0,-4070.0,-5550.0,-5550.0
2018-06-20,-4530.0,-14710.0,-4530.0,-4530.0,-4530.0,9410.0,-4530.0,-4530.0,3250.0,-4530.0,-4530.0,-4530.0,-4530.0,-4530.0,-4530.0,-4530.0,-4530.0,4530.0,-5090.0,-4530.0,-4530.0
2018-06-21,-5750.0,-15930.0,-5750.0,-5750.0,-5750.0,9410.0,-5750.0,-5750.0,3250.0,-5750.0,-5750.0,-5750.0,-5750.0,-5750.0,-5750.0,-5750.0,-5750.0,5750.0,-5090.0,-5750.0,-5750.0
2018-06-22,-5310.0,-16370.0,-5310.0,-5310.0,-5310.0,9410.0,-5310.0,-5310.0,3250.0,-5310.0,-5310.0,-5310.0,-5310.0,-5310.0,-5310.0,-5310.0,-5310.0,5310.0,-5530.0,-5310.0,-5310.0
2018-06-25,-7150.0,-18210.0,-7150.0,-7150.0,-7150.0,9410.0,-7150.0,-7150.0,3250.0,-7150.0,-7150.0,-7150.0,-7150.0,-7150.0,-7150.0,-7150.0,-7150.0,7150.0,-5530.0,-7150.0,-7150.0
2018-06-26,-7340.0,-18020.0,-7340.0,-7340.0,-7340.0,9600.0,-7340.0,-7340.0,3060.0,-7340.0,-7340.0,-7340.0,-7340.0,-7340.0,-7340.0,-7340.0,-7340.0,7340.0,-5340.0,-7340.0,-7340.0
2018-06-27,-7630.0,-18310.0,-7630.0,-7630.0,-7630.0,9890.0,-7630.0,-7630.0,2770.0,-7630.0,-7630.0,-7630.0,-7630.0,-7630.0,-7630.0,-7630.0,-7630.0,7630.0,-5340.0,-7630.0,-7630.0
2018-06-28,-6840.0,-19100.0,-6840.0,-6840.0,-6840.0,10680.0,-6840.0,-6840.0,3560.0,-6840.0,-6840.0,-6840.0,-6840.0,-6840.0,-6840.0,-6840.0,-6840.0,6840.0,-6130.0,-6840.0,-6840.0
2018-06-29,-6800.0,-19060.0,-6800.0,-6800.0,-6800.0,10640.0,-6800.0,-6800.0,3600.0,-6800.0,-6800.0,-6800.0,-6800.0,-6800.0,-6800.0,-6800.0,-6800.0,6800.0,-6130.0,-6800.0,-6800.0
2018-07-02,-6300.0,-19560.0,-6300.0,-6300.0,-6300.0,10140.0,-6300.0,-6300.0,4100.0,-6300.0,-6300.0,-6300.0,-6300.0,-6300.0,-6300.0,-6300.0,-6300.0,6300.0,-6630.0,-6300.0,-6300.0
2018-07-03,-7550.0,-20810.0,-7550.0,-7550.0,-7550.0,11390.0,-7550.0,-7550.0,2850.0,-7550.0,-7550.0,-7550.0,-7550.0,-7550.0,-7550.0,-7550.0,-7550.0,7550.0,-6630.0,-7550.0,-7550.0
2018-07-05,-6290.0,-22070.0,-6290.0,-6290.0,-6290.0,12650.0,-6290.0,-6290.0,4110.0,-6290.0,-6290.0,-6290.0,-6290.0,-6290.0,-6290.0,-6290.0,-6290.0,6290.0,-7890.0,-6290.0,-6290.0
2018-07-06,-6010.0,-21790.0,-6010.0,-6010.0,-6010.0,12370.0,-6010.0,-6010.0,4390.0,-6010.0,-6010.0,-6010.0,-6010.0,-6010.0,-6010.0,-6010.0,-6010.0,6010.0,-7890.0,-6010.0,-6010.0
2018-07-09,-4800.0,-23000.0,-4800.0,-4800.0,-4800.0,12370.0,-4800.0,-4800.0,5600.0,-4800.0,-4800.0,-4800.0,-4800.0,-4800.0,-4800.0,-4800.0,-4800.0,4800.0,-9100.0,-4800.0,-4800.0
2018-07-10,-4790.0,-22990.0,-4790.0,-4790.0,-4790.0,12370.0,-4790.0,-4790.0,5610.0,-4790.0,-4790.0,-4790.0,-4790.0,-4790.0,-4790.0,-4790.0,-4790.0,4790.0,-9100.0,-4790.0,-4790.0
2018-07-11,-2820.0,-24960.0,-2820.0,-2820.0,-2820.0,12370.0,-2820.0,-2820.0,7580.0,-2820.0,-2820.0,-2820.0,-2820.0,-2820.0,-2820.0,-2820.0,-2820.0,2820.0,-11070.0,-2820.0,-2820.0
2018-07-12,-2610.0,-24750.0,-2610.0,-2610.0,-2610.0,12370.0,-2610.0,-2610.0,7580.0,-2610.0,-2610.0,-2610.0,-2610.0,-2610.0,-2610.0,-2610.0,-2610.0,2610.0,-11070.0,-2610.0,-2610.0
2018-07-13,-890.0,-26470.0,-890.0,-890.0,-890.0,12370.0,-890.0,-890.0,9300.0,-890.0,-890.0,-890.0,-890.0,-890.0,-890.0,-890.0,-890.0,890.0,-12790.0,-890.0,-890.0
2018-07-16,-700.0,-26280.0,-700.0,-700.0,-700.0,12370.0,-700.0,-700.0,9300.0,-700.0,-700.0,-700.0,-700.0,-700.0,-700.0,-700.0,-700.0,700.0,-12790.0,-700.0,-700.0
2018-07-17,-600.0,-26380.0,-600.0,-600.0,-600.0,12370.0,-600.0,-600.0,9400.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,-600.0,600.0,-12890.0,-600.0,-600.0
2018-07-18,-220.0,-26000.0,-220.0,-220.0,-220.0,12370.0,-220.0,-220.0,9400.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,-220.0,220.0,-12890.0,-220.0,-220.0
2018-07-19,1190.0,-27410.0,1190.0,1190.0,1190.0,12370.0,1190.0,1190.0,10810.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,1190.0,-1190.0,-14300.0,1190.0,1190.0
2018-07-20,560.0,-28040.0,560.0,560.0,560.0,12370.0,560.0,560.0,10810.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,-560.0,-14300.0,560.0,560.0
2018-07-23,170.0,-27650.0,170.0,170.0,170.0,12370.0,170.0,170.0,10420.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,-170.0,-13910.0,170.0,170.0
2018-07-24,-210.0,-28030.0,-210.0,-210.0,-210.0,12370.0,-210.0,-210.0,10420.0,-210.0,-210.0,-210.0,-210.0,-210.0,-210.0,-210.0,-210.0,210.0,-13910.0,-210.0,-210.0
2018-07-25,260.0,-28500.0,260.0,260.0,260.0,12370.0,260.0,260.0,10420.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,-260.0,-14380.0,260.0,260.0
2018-07-26,2550.0,-26210.0,2550.0,2550.0,2550.0,12370.0,2550.0,2550.0,12710.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,2550.0,-2550.0,-14380.0,2550.0,2550.0
2018-07-27,1670.0,-25330.0,1670.0,1670.0,1670.0,12370.0,1670.0,1670.0,12710.0,1670.0,1670.0,1670.0,1670.0,1670.0,1670.0,1670.0,1670.0,-1670.0,-13500.0,1670.0,1670.0
2018-07-30,1680.0,-25320.0,1680.0,1680.0,1680.0,12370.0,1680.0,1680.0,12720.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,-1680.0,-13500.0,1680.0,1680.0
2018-07-31,2600.0,-26240.0,2600.0,2600.0,2600.0,12370.0,2600.0,2600.0,12720.0,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,-2600.0,-14420.0,2600.0,2600.0
2018-08-01,2020.0,-26820.0,2020.0,2020.0,2020.0,12370.0,2020.0,2020.0,12140.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,2020.0,-2020.0,-14420.0,2020.0,2020.0
2018-08-02,1800.0,-26600.0,1800.0,1800.0,1800.0,12370.0,1800.0,1800.0,12140.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,-1800.0,-14200.0,1800.0,1800.0
2018-08-03,3110.0,-25290.0,3110.0,3110.0,3110.0,12370.0,3110.0,3110.0,12140.0,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,-3110.0,-14200.0,3110.0,3110.0
2018-08-06,4930.0,-27110.0,4930.0,4930.0,4930.0,12370.0,4930.0,4930.0,13960.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,4930.0,-4930.0,-16020.0,4930.0,4930.0
2018-08-07,5540.0,-26500.0,5540.0,5540.0,5540.0,12370.0,5540.0,5540.0,14570.0,5540.0,5540.0,5540.0,5540.0,5540.0,5540.0,5540.0,5540.0,-5540.0,-16020.0,5540.0,5540.0
2018-08-08,3010.0,-23970.0,3010.0,3010.0,3010.0,12370.0,3010.0,3010.0,12040.0,3010.0,3010.0,3010.0,3010.0,3010.0,3010.0,3010.0,3010.0,-3010.0,-13490.0,3010.0,3010.0
2018-08-09,3180.0,-23800.0,3180.0,3180.0,3180.0,12370.0,3180.0,3180.0,12210.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,-3180.0,-13490.0,3180.0,3180.0
2018-08-10,1730.0,-22350.0,1730.0,1730.0,1730.0,12370.0,1730.0,1730.0,10760.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,-1730.0,-12040.0,1730.0,1730.0
2018-08-13,1180.0,-22900.0,1180.0,1180.0,1180.0,12920.0,1180.0,1180.0,10210.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,-1180.0,-12040.0,1180.0,1180.0
2018-08-14,1800.0,-23520.0,1800.0,1800.0,1800.0,12300.0,1800.0,1800.0,10830.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,-1800.0,-12660.0,1800.0,1800.0
2018-08-15,1900.0,-23420.0,1900.0,1900.0,1900.0,12200.0,1900.0,1900.0,10930.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,-1900.0,-12660.0,1900.0,1900.0
2018-08-16,1540.0,-23060.0,1540.0,1540.0,1540.0,12560.0,1540.0,1540.0,10570.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,-1540.0,-12300.0,1540.0,1540.0
2018-08-17,1540.0,-23060.0,1540.0,1540.0,1540.0,12560.0,1540.0,1540.0,10570.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,1540.0,-1540.0,-12300.0,1540.0,1540.0
2018-08-20,1060.0,-22580.0,1060.0,1060.0,1060.0,12080.0,1060.0,1060.0,10090.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,1060.0,-1060.0,-11820.0,1060.0,1060.0
2018-08-21,1450.0,-22190.0,1450.0,1450.0,1450.0,12470.0,1450.0,1450.0,10480.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,-1450.0,-11820.0,1450.0,1450.0
2018-08-22,1010.0,-21750.0,1010.0,1010.0,1010.0,12470.0,1010.0,1010.0,10040.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,1010.0,-1010.0,-11380.0,1010.0,1010.0
2018-08-23,1070.0,-21690.0,1070.0,1070.0,1070.0,12530.0,1070.0,1070.0,10100.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,1070.0,-1070.0,-11380.0,1070.0,1070.0
2018-08-24,1000.0,-21620.0,1000.0,1000.0,1000.0,12460.0,1000.0,1000.0,10030.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1000.0,-11310.0,1000.0,1000.0
2018-08-27,1390.0,-21230.0,1390.0,1390.0,1390.0,12850.0,1390.0,1390.0,10420.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,1390.0,-1390.0,-11310.0,1390.0,1390.0
2018-08-28,1630.0,-21470.0,1630.0,1630.0,1630.0,12610.0,1630.0,1630.0,10660.0,1630.0,1630.0,1630.0,1630.0,1630.0,1630.0,1630.0,1630.0,-1630.0,-11550.0,1630.0,1630.0
2018-08-29,1510.0,-21590.0,1510.0,1510.0,1510.0,12730.0,1510.0,1510.0,10540.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,1510.0,-1510.0,-11550.0,1510.0,1510.0
2018-08-30,990.0,-21070.0,990.0,990.0,990.0,12730.0,990.0,990.0,10020.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,-990.0,-11030.0,990.0,990.0
2018-08-31,1090.0,-20970.0,1090.0,1090.0,1090.0,12830.0,1090.0,1090.0,10120.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,1090.0,-1090.0,-11030.0,1090.0,1090.0
2018-09-04,-60.0,-19820.0,-60.0,-60.0,-60.0,13980.0,-60.0,-60.0,8970.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,60.0,-9880.0,-60.0,-60.0
2018-09-05,-1020.0,-20780.0,-1020.0,-1020.0,-1020.0,13020.0,-1020.0,-1020.0,8010.0,-1020.0,-1020.0,-1020.0,-1020.0,-1020.0,-1020.0,-1020.0,-1020.0,1020.0,-9880.0,-1020.0,-1020.0
2018-09-06,-640.0,-21160.0,-640.0,-640.0,-640.0,13400.0,-640.0,-640.0,8390.0,-640.0,-640.0,-640.0,-640.0,-640.0,-640.0,-640.0,-640.0,640.0,-10260.0,-640.0,-640.0
2018-09-07,60.0,-20460.0,60.0,60.0,60.0,12700.0,60.0,60.0,9090.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,-60.0,-10260.0,60.0,60.0
2018-09-10,-230.0,-20170.0,-230.0,-230.0,-230.0,12990.0,-230.0,-230.0,8800.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,-230.0,230.0,-9970.0,-230.0,-230.0
2018-09-11,-1290.0,-21230.0,-1290.0,-1290.0,-1290.0,14050.0,-1290.0,-1290.0,7740.0,-1290.0,-1290.0,-1290.0,-1290.0,-1290.0,-1290.0,-1290.0,-1290.0,1290.0,-9970.0,-1290.0,-1290.0
2018-09-12,-1420.0,-21100.0,-1420.0,-1420.0,-1420.0,13920.0,-1420.0,-1420.0,7610.0,-1420.0,-1420.0,-1420.0,-1420.0,-1420.0,-1420.0,-1420.0,-1420.0,1420.0,-9840.0,-1420.0,-1420.0
2018-09-13,-240.0,-19920.0,-240.0,-240.0,-240.0,15100.0,-240.0,-240.0,8790.0,-240.0,-240.0,-240.0,-240.0,-240.0,-240.0,-240.0,-240.0,240.0,-9840.0,-240.0,-240.0
2018-09-14,-1620.0,-18540.0,-1620.0,-1620.0,-1620.0,16480.0,-1620.0,-1620.0,7410.0,-1620.0,-1620.0,-1620.0,-1620.0,-1620.0,-1620.0,-1620.0,-1620.0,1620.0,-8460.0,-1620.0,-1620.0
2018-09-17,-1520.0,-18440.0,-1520.0,-1520.0,-1520.0,16580.0,-1520.0,-1520.0,7510.0,-1520.0,-1520.0,-1520.0,-1520.0,-1520.0,-1520.0,-1520.0,-1520.0,1520.0,-8460.0,-1520.0,-1520.0
2018-09-18,-1360.0,-18600.0,-1360.0,-1360.0,-1360.0,16740.0,-1360.0,-1360.0,7670.0,-1360.0,-1360.0,-1360.0,-1360.0,-1360.0,-1360.0,-1360.0,-1360.0,1360.0,-8620.0,-1360.0,-1360.0
2018-09-19,-1100.0,-18340.0,-1100.0,-1100.0,-1100.0,17000.0,-1100.0,-1100.0,7930.0,-1100.0,-1100.0,-1100.0,-1100.0,-1100.0,-1100.0,-1100.0,-1100.0,1100.0,-8620.0,-1100.0,-1100.0
2018-09-20,690.0,-20130.0,690.0,690.0,690.0,15210.0,690.0,690.0,9720.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,690.0,-690.0,-10410.0,690.0,690.0
2018-09-21,-500.0,-21320.0,-500.0,-500.0,-500.0,15210.0,-500.0,-500.0,8530.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,500.0,-10410.0,-500.0,-500.0
2018-09-24,1820.0,-23640.0,1820.0,1820.0,1820.0,12890.0,1820.0,1820.0,10850.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,1820.0,-1820.0,-12730.0,1820.0,1820.0
2018-09-25,2660.0,-22800.0,2660.0,2660.0,2660.0,12890.0,2660.0,2660.0,10850.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,2660.0,-2660.0,-12730.0,2660.0,2660.0
2018-09-26,4210.0,-24350.0,4210.0,4210.0,4210.0,12890.0,4210.0,4210.0,12400.0,4210.0,4210.0,4210.0,4210.0,4210.0,4210.0,4210.0,4210.0,-4210.0,-14280.0,4210.0,4210.0
2018-09-27,5030.0,-23530.0,5030.0,5030.0,5030.0,12890.0,5030.0,5030.0,12400.0,5030.0,5030.0,5030.0,5030.0,5030.0,5030.0,5030.0,5030.0,-5030.0,-14280.0,5030.0,5030.0
2018-09-28,5910.0,-24410.0,5910.0,5910.0,5910.0,12890.0,5910.0,5910.0,13280.0,5910.0,5910.0,5910.0,5910.0,5910.0,5910.0,5910.0,5910.0,-5910.0,-15160.0,5910.0,5910.0
2018-10-01,5220.0,-25100.0,5220.0,5220.0,5220.0,12890.0,5220.0,5220.0,13280.0,5220.0,5220.0,5220.0,5220.0,5220.0,5220.0,5220.0,5220.0,-5220.0,-15160.0,5220.0,5220.0
2018-10-02,6610.0,-26490.0,6610.0,6610.0,6610.0,12890.0,6610.0,6610.0,14670.0,6610.0,6610.0,6610.0,6610.0,6610.0,6610.0,6610.0,6610.0,-6610.0,-16550.0,6610.0,6610.0
2018-10-03,5880.0,-27220.0,5880.0,5880.0,5880.0,12890.0,5880.0,5880.0,14670.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,5880.0,-5880.0,-16550.0,5880.0,5880.0
2018-10-04,5110.0,-26450.0,5110.0,5110.0,5110.0,12890.0,5110.0,5110.0,13900.0,5110.0,5110.0,5110.0,5110.0,5110.0,5110.0,5110.0,5110.0,-5110.0,-15780.0,5110.0,5110.0
2018-10-05,3790.0,-27770.0,3790.0,3790.0,3790.0,12890.0,3790.0,3790.0,13900.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,3790.0,-3790.0,-15780.0,3790.0,3790.0
2018-10-08,5010.0,-28990.0,5010.0,5010.0,5010.0,12890.0,5010.0,5010.0,13900.0,5010.0,5010.0,5010.0,5010.0,5010.0,5010.0,5010.0,5010.0,-5010.0,-17000.0,5010.0,5010.0
2018-10-09,5860.0,-28140.0,5860.0,5860.0,5860.0,12890.0,5860.0,5860.0,13900.0,5860.0,5860.0,5860.0,5860.0,5860.0,5860.0,5860.0,5860.0,-5860.0,-17000.0,5860.0,5860.0
2018-10-10,1910.0,-24190.0,1910.0,1910.0,1910.0,12890.0,1910.0,1910.0,9950.0,1910.0,1910.0,1910.0,1910.0,1910.0,1910.0,1910.0,1910.0,-1910.0,-13050.0,1910.0,1910.0
2018-10-11,230.0,-25870.0,230.0,230.0,230.0,14570.0,230.0,230.0,8270.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,-230.0,-13050.0,230.0,230.0
2018-10-12,1660.0,-27300.0,1660.0,1660.0,1660.0,16000.0,1660.0,1660.0,9700.0,1660.0,1660.0,1660.0,1660.0,1660.0,1660.0,1660.0,1660.0,-1660.0,-14480.0,1660.0,1660.0
2018-10-15,2480.0,-26480.0,2480.0,2480.0,2480.0,15180.0,2480.0,2480.0,10520.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,-2480.0,-14480.0,2480.0,2480.0
2018-10-16,5170.0,-29170.0,5170.0,5170.0,5170.0,12490.0,5170.0,5170.0,13210.0,5170.0,5170.0,5170.0,5170.0,5170.0,5170.0,5170.0,5170.0,-5170.0,-17170.0,5170.0,5170.0
2018-10-17,6100.0,-28240.0,6100.0,6100.0,6100.0,12490.0,6100.0,6100.0,14140.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,6100.0,-6100.0,-17170.0,6100.0,6100.0
2018-10-18,5160.0,-27300.0,5160.0,5160.0,5160.0,12490.0,5160.0,5160.0,13200.0,5160.0,5160.0,5160.0,5160.0,5160.0,5160.0,5160.0,5160.0,-5160.0,-16230.0,5160.0,5160.0
2018-10-19,7830.0,-24630.0,7830.0,7830.0,7830.0,12490.0,7830.0,7830.0,15870.0,7830.0,7830.0,7830.0,7830.0,7830.0,7830.0,7830.0,7830.0,-7830.0,-16230.0,7830.0,7830.0
2018-10-22,7210.0,-24010.0,7210.0,7210.0,7210.0,12490.0,7210.0,7210.0,15870.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,7210.0,-7210.0,-15610.0,7210.0,7210.0
2018-10-23,6800.0,-24420.0,6800.0,6800.0,6800.0,12490.0,6800.0,6800.0,15460.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,6800.0,-6800.0,-15610.0,6800.0,6800.0
2018-10-24,680.0,-18300.0,680.0,680.0,680.0,12490.0,680.0,680.0,9340.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,-680.0,-9490.0,680.0,680.0
2018-10-25,3180.0,-15800.0,3180.0,3180.0,3180.0,14990.0,3180.0,3180.0,11840.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,3180.0,-3180.0,-9490.0,3180.0,3180.0
2018-10-26,2230.0,-14850.0,2230.0,2230.0,2230.0,15940.0,2230.0,2230.0,10890.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,-2230.0,-8540.0,2230.0,2230.0
2018-10-29,2090.0,-14990.0,2090.0,2090.0,2090.0,16080.0,2090.0,2090.0,10750.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,-2090.0,-8540.0,2090.0,2090.0
2018-10-30,3770.0,-16670.0,3770.0,3770.0,3770.0,14400.0,3770.0,3770.0,12430.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,3770.0,-3770.0,-10220.0,3770.0,3770.0
2018-10-31,3840.0,-16600.0,3840.0,3840.0,3840.0,14330.0,3840.0,3840.0,12500.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,-3840.0,-10220.0,3840.0,3840.0
2018-11-01,5090.0,-17850.0,5090.0,5090.0,5090.0,13080.0,5090.0,5090.0,13750.0,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0,5090.0,-5090.0,-11470.0,5090.0,5090.0
