Date,Baseline,OBV & RSI & BBP,OBV & AU & BBP,OBV & AD & BBP,OBV & S & BBP,RSI & AU & BBP,RSI & AD & BBP,RSI & S & BBP,AU & AD & BBP,AU & S & BBP,AD & S & BBP
2021-04-29,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,37130.0,-13929.999999999884
2021-04-30,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,37820.0,-14619.999999999884
2021-05-03,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,37310.0,-15129.999999999884
2021-05-04,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,36050.0,-13869.999999999884
2021-05-05,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,33310.0,-16609.999999999884
2021-05-06,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,33590.0,-16889.999999999884
2021-05-07,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,36640.0,-13839.999999999884
2021-05-10,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,36100.0,-13299.999999999884
2021-05-11,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,33470.0,-15929.999999999884
2021-05-12,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,29650.0,-12109.999999999884
2021-05-13,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,30140.0,-11619.999999999884
2021-05-14,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0,-6979.999999999884
2021-05-17,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,-10599.999999999884
2021-05-18,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,-10199.999999999884
2021-05-19,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,21070.0,-10609.999999999884
2021-05-20,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,23160.0,-12699.999999999884
2021-05-21,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,-11659.999999999884
2021-05-24,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,26110.0,-13569.999999999884
2021-05-25,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,27970.0,-11709.999999999884
2021-05-26,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,28270.0,-12009.999999999884
2021-05-27,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,30840.0,-9439.999999999884
2021-05-28,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,30450.0,-9049.999999999884
2021-06-01,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,30640.0,-8859.999999999884
2021-06-02,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,28800.0,-7019.999999999884
2021-06-03,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,28040.0,-7779.999999999884
2021-06-04,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,28980.0,-8719.999999999884
2021-06-07,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,28790.0,-8909.999999999884
2021-06-08,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,28130.0,-8249.999999999884
2021-06-09,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,27840.0,-8539.999999999884
2021-06-10,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,-9069.999999999884
2021-06-11,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,29180.0,-8259.999999999884
2021-06-14,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,29980.0,-9059.999999999884
2021-06-15,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,27660.0,-11379.999999999884
2021-06-16,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,26460.0,-10179.999999999884
2021-06-17,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,26450.0,-10189.999999999884
2021-06-18,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,24220.0,-7959.999999999884
2021-06-21,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,25770.0,-6409.999999999884
2021-06-22,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,-5939.999999999884
2021-06-23,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,27130.0,-4109.999999999884
2021-06-24,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,29730.0,-6709.999999999884
2021-06-25,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,-6289.999999999884
2021-06-28,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,28370.0,-4509.999999999884
2021-06-29,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,25730.0,-7149.999999999884
2021-06-30,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,27570.0,-8989.999999999884
2021-07-01,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,29060.0,-7499.999999999884
2021-07-02,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,28910.0,-7349.999999999884
2021-07-06,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,25490.0,-10769.999999999884
2021-07-07,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,24620.0,-9899.999999999884
2021-07-08,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,24600.0,-9919.999999999884
2021-07-09,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,28840.0,-14159.999999999884
2021-07-12,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,36180.0,-6819.999999999884
2021-07-13,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,35450.0,-6089.999999999884
2021-07-14,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,35220.0,-6319.999999999884
2021-07-15,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,35950.0,-7049.999999999884
2021-07-16,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,-11889.999999999884
2021-07-19,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,24750.0,-5529.999999999884
2021-07-20,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,28550.0,-1729.9999999998836
2021-07-21,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,-1869.9999999998836
2021-07-22,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,26930.0,-3629.9999999998836
2021-07-23,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,27940.0,-4639.999999999884
2021-07-26,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,30540.0,-2039.9999999998836
2021-07-27,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,31300.0,-2799.9999999998836
2021-07-28,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,30900.0,-3199.9999999998836
2021-07-29,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,30150.0,-2449.9999999998836
2021-07-30,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,27820.0,-4779.999999999884
2021-08-02,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,27350.0,-4309.999999999884
2021-08-03,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,24790.0,-6869.999999999884
2021-08-04,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,24380.0,-6459.999999999884
2021-08-05,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,28510.0,-2329.9999999998836
2021-08-06,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,28930.0,-2749.9999999998836
2021-08-09,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,28520.0,-3159.9999999998836
2021-08-10,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,28870.0,-3509.9999999998836
2021-08-11,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,29890.0,-2489.9999999998836
2021-08-12,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,31090.0,-3689.9999999998836
2021-08-13,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,32880.0,-1899.9999999998836
2021-08-16,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,30890.0,90.00000000011642
2021-08-17,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,27630.0,-3169.9999999998836
2021-08-18,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,26540.0,-2079.9999999998836
2021-08-19,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,25050.0,-3569.9999999998836
2021-08-20,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,26920.0,-5439.999999999884
2021-08-23,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,29460.0,-2899.9999999998836
2021-08-24,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,30270.0,-3709.9999999998836
2021-08-25,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,30110.0,-3869.9999999998836
2021-08-26,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,28360.0,-2119.9999999998836
2021-08-27,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,31940.0,1460.0000000001164
2021-08-30,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,31780.0,1620.0000000001164
2021-08-31,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,2940.0000000001164
2021-09-01,35280.0,35280.0,35280.0,35280.0,35280.0,35280.0,35280.0,35280.0,35280.0,35280.0,760.0000000001164
2021-09-02,33660.0,33660.0,33660.0,33660.0,33660.0,33660.0,33660.0,33660.0,33660.0,33660.0,-859.9999999998836
2021-09-03,32800.0,32800.0,32800.0,32800.0,32800.0,32800.0,32800.0,32800.0,32800.0,32800.0,1.1641532182693481e-10
2021-09-07,36140.0,36140.0,36140.0,36140.0,36140.0,36140.0,36140.0,36140.0,36140.0,36140.0,3340.0000000001164
2021-09-08,36950.0,36950.0,36950.0,36950.0,36950.0,36950.0,36950.0,36950.0,36950.0,36950.0,2530.0000000001164
2021-09-09,37710.0,37710.0,37710.0,37710.0,37710.0,37710.0,37710.0,37710.0,37710.0,37710.0,3290.0000000001164
2021-09-10,35920.0,35920.0,35920.0,35920.0,35920.0,35920.0,35920.0,35920.0,35920.0,35920.0,5080.000000000116
2021-09-13,36780.0,36780.0,36780.0,36780.0,36780.0,36780.0,36780.0,36780.0,36780.0,36780.0,5940.000000000116
2021-09-14,34200.0,34200.0,34200.0,34200.0,34200.0,34200.0,34200.0,34200.0,34200.0,34200.0,8520.000000000116
2021-09-15,36210.0,36210.0,36210.0,36210.0,36210.0,36210.0,36210.0,36210.0,36210.0,36210.0,10530.000000000116
2021-09-16,35140.0,35140.0,35140.0,35140.0,35140.0,35140.0,35140.0,35140.0,35140.0,35140.0,11600.000000000116
2021-09-17,35270.0,35270.0,35270.0,35270.0,35270.0,35270.0,35270.0,35270.0,35270.0,35270.0,11730.000000000116
2021-09-20,30410.0,30410.0,30410.0,30410.0,30410.0,30410.0,30410.0,30410.0,30410.0,30410.0,16590.000000000116
2021-09-21,22970.0,22970.0,22970.0,22970.0,22970.0,22970.0,22970.0,22970.0,22970.0,22970.0,9150.000000000116
2021-09-22,25450.0,25450.0,25450.0,25450.0,25450.0,25450.0,25450.0,25450.0,25450.0,25450.0,6670.000000000116
2021-09-23,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,28050.0,9270.000000000116
2021-09-24,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0,27800.0,9520.000000000116
2021-09-27,30060.0,30060.0,30060.0,30060.0,30060.0,30060.0,30060.0,30060.0,30060.0,30060.0,11780.000000000116
2021-09-28,26320.0,26320.0,26320.0,26320.0,26320.0,26320.0,26320.0,26320.0,26320.0,26320.0,15520.000000000116
2021-09-29,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,24480.0,13680.000000000116
2021-09-30,20970.0,20970.0,20970.0,20970.0,20970.0,20970.0,20970.0,20970.0,20970.0,20970.0,17190.000000000116
2021-10-01,27810.0,27810.0,27810.0,27810.0,27810.0,27810.0,27810.0,27810.0,27810.0,27810.0,24030.000000000116
2021-10-04,25260.0,25260.0,25260.0,25260.0,25260.0,25260.0,25260.0,25260.0,25260.0,25260.0,26580.000000000116
2021-10-05,26410.0,26410.0,26410.0,26410.0,26410.0,26410.0,26410.0,26410.0,26410.0,26410.0,27730.000000000116
2021-10-06,27280.0,27280.0,27280.0,27280.0,27280.0,27280.0,27280.0,27280.0,27280.0,27280.0,26860.000000000116
2021-10-07,29510.0,29510.0,29510.0,29510.0,29510.0,29510.0,29510.0,29510.0,29510.0,29510.0,29090.000000000116
2021-10-08,28540.0,28540.0,28540.0,28540.0,28540.0,28540.0,28540.0,28540.0,28540.0,28540.0,30060.000000000116
2021-10-11,25320.0,25320.0,25320.0,25320.0,25320.0,25320.0,25320.0,25320.0,25320.0,25320.0,26840.000000000116
2021-10-12,24930.0,24930.0,24930.0,24930.0,24930.0,24930.0,24930.0,24930.0,24930.0,24930.0,27230.000000000116
2021-10-13,24760.0,24760.0,24760.0,24760.0,24760.0,24760.0,24760.0,24760.0,24760.0,24760.0,27060.000000000116
2021-10-14,26210.0,26210.0,26210.0,26210.0,26210.0,26210.0,26210.0,26210.0,26210.0,26210.0,25610.000000000116
2021-10-15,28260.0,28260.0,28260.0,28260.0,28260.0,28260.0,28260.0,28260.0,28260.0,28260.0,27660.000000000116
2021-10-18,22940.0,22940.0,22940.0,22940.0,22940.0,22940.0,22940.0,22940.0,22940.0,22940.0,32980.00000000012
2021-10-19,22980.0,22980.0,22980.0,22980.0,22980.0,22980.0,22980.0,22980.0,22980.0,22980.0,33020.00000000012
2021-10-20,22350.0,22350.0,22350.0,22350.0,22350.0,22350.0,22350.0,22350.0,22350.0,22350.0,33650.00000000012
2021-10-21,23140.0,23140.0,23140.0,23140.0,23140.0,23140.0,23140.0,23140.0,23140.0,23140.0,34440.00000000012
2021-10-22,21220.0,21220.0,21220.0,21220.0,21220.0,21220.0,21220.0,21220.0,21220.0,21220.0,36360.00000000012
2021-10-25,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,23810.0,38950.00000000012
2021-10-26,23840.0,23840.0,23840.0,23840.0,23840.0,23840.0,23840.0,23840.0,23840.0,23840.0,38920.00000000012
2021-10-27,21350.0,21350.0,21350.0,21350.0,21350.0,21350.0,21350.0,21350.0,21350.0,21350.0,36430.00000000012
2021-10-28,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,21480.0,36300.00000000012
2021-10-29,20870.0,20870.0,20870.0,20870.0,20870.0,20870.0,20870.0,20870.0,20870.0,20870.0,35690.00000000012
2021-11-01,21990.0,21990.0,21990.0,21990.0,21990.0,21990.0,21990.0,21990.0,21990.0,21990.0,34570.00000000012
2021-11-02,21630.0,21630.0,21630.0,21630.0,21630.0,21630.0,21630.0,21630.0,21630.0,21630.0,34210.00000000012
2021-11-03,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,21880.0,33960.00000000012
2021-11-04,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,34160.00000000012
2021-11-05,27430.0,27430.0,27430.0,27430.0,27430.0,27430.0,27430.0,27430.0,27430.0,27430.0,28810.000000000116
2021-11-08,28670.0,28670.0,28670.0,28670.0,28670.0,28670.0,28670.0,28670.0,28670.0,28670.0,30050.000000000116
2021-11-09,26910.0,26910.0,26910.0,26910.0,26910.0,26910.0,26910.0,26910.0,26910.0,26910.0,31810.000000000116
2021-11-10,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,31150.000000000116
2021-11-11,13910.0,13910.0,13910.0,13910.0,13910.0,13910.0,13910.0,13910.0,13910.0,13910.0,43490.00000000012
2021-11-12,11430.0,11430.0,11430.0,11430.0,11430.0,11430.0,11430.0,11430.0,11430.0,11430.0,41010.00000000012
2021-11-15,10230.0,10230.0,10230.0,10230.0,10230.0,10230.0,10230.0,10230.0,10230.0,10230.0,42210.00000000012
2021-11-16,10630.0,10630.0,10630.0,10630.0,10630.0,10630.0,10630.0,10630.0,10630.0,10630.0,42610.00000000012
2021-11-17,9130.0,9130.0,9130.0,9130.0,9130.0,9130.0,9130.0,9130.0,9130.0,9130.0,44110.00000000012
2021-11-18,7380.0,7380.0,7380.0,7380.0,7380.0,7380.0,7380.0,7380.0,7380.0,7380.0,42360.00000000012
2021-11-19,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,5800.0,43940.00000000012
2021-11-22,5960.0,5960.0,5960.0,5960.0,5960.0,5960.0,5960.0,5960.0,5960.0,5960.0,44100.00000000012
2021-11-23,2830.0,2830.0,2830.0,2830.0,2830.0,2830.0,2830.0,2830.0,2830.0,2830.0,47230.00000000012
2021-11-24,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,3140.0,47540.00000000012
2021-11-26,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,-90.0,50770.00000000012
2021-11-29,-390.0,-390.0,-390.0,-390.0,-390.0,-390.0,-390.0,-390.0,-390.0,-390.0,50470.00000000012
2021-11-30,-3300.0,-3300.0,-3300.0,-3300.0,-3300.0,-3300.0,-3300.0,-3300.0,-3300.0,-3300.0,53380.00000000012
2021-12-01,-6050.0,-6050.0,-6050.0,-6050.0,-6050.0,-6050.0,-6050.0,-6050.0,-6050.0,-6050.0,50630.00000000012
2021-12-02,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,45580.00000000012
2021-12-03,-1980.0,-1980.0,-1980.0,-1980.0,-1980.0,-1980.0,-1980.0,-1980.0,-1980.0,-1980.0,44600.00000000012
2021-12-06,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,2170.0,40450.00000000012
2021-12-07,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,2610.0,40890.00000000012
2021-12-08,5140.0,5140.0,5140.0,5140.0,5140.0,5140.0,5140.0,5140.0,5140.0,5140.0,38360.00000000012
2021-12-09,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,4740.0,37960.00000000012
2021-12-10,4510.0,4510.0,4510.0,4510.0,4510.0,4510.0,4510.0,4510.0,4510.0,4510.0,38190.00000000012
2021-12-13,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,2230.0,35910.00000000012
2021-12-14,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,37240.00000000012
2021-12-15,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,38540.00000000012
2021-12-16,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,40190.00000000012
2021-12-17,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,560.0,40200.00000000012
2021-12-20,-1730.0,-1730.0,-1730.0,-1730.0,-1730.0,-1730.0,-1730.0,-1730.0,-1730.0,-1730.0,42490.00000000012
2021-12-21,2850.0,2850.0,2850.0,2850.0,2850.0,2850.0,2850.0,2850.0,2850.0,2850.0,47070.00000000012
2021-12-22,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,3680.0,46240.00000000012
2021-12-23,5430.0,5430.0,5430.0,5430.0,5430.0,5430.0,5430.0,5430.0,5430.0,5430.0,47990.00000000012
2021-12-27,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,4600.0,48820.00000000012
2021-12-28,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,51220.00000000012
2021-12-29,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,51550.00000000012
2021-12-30,7730.0,7730.0,7730.0,7730.0,7730.0,7730.0,7730.0,7730.0,7730.0,7730.0,52610.00000000012
2021-12-31,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,53650.00000000012
